20,0,0,0,0,0
40,0,0,0,0,0
60,0,0,0,0,0
80,1,0,0,0,0
100,0,1,0,0,0
120,0,0,0,0,0
140,0,0,0,0,0
160,0,0,1,1,0
180,0,0,0,0,0
200,0,0,0,0,0
220,1,1,0,0,0
240,0,0,1,1,0
260,0,0,0,0,0
280,0,0,0,0,0
300,1,0,0,0,0
320,0,1,0,1,0
340,0,0,0,0,0
360,0,0,1,1,0
380,1,1,1,0,0
400,0,0,0,0,0
420,1,1,0,1,0
440,0,0,1,0,0
460,1,1,0,1,0
480,1,1,1,0,0
500,0,0,1,1,0
520,1,1,0,1,0
540,1,1,1,1,0
560,0,0,1,1,0
580,1,1,1,0,0
600,1,1,0,1,0
620,1,1,2,1,0
640,1,1,0,2,0
660,1,1,2,0,0
680,1,1,1,2,0
700,2,2,1,1,0
720,1,1,1,1,0
740,1,1,2,2,0
760,2,2,1,1,0
780,1,2,2,2,0
800,2,1,1,1,0
820,1,2,2,2,0
840,2,1,2,2,0
860,2,2,1,2,0
880,2,2,2,2,0
900,2,2,2,1,0
920,2,2,2,2,0
940,2,2,2,2,0
960,2,2,2,2,0
980,2,2,2,2,0
1000,2,2,2,3,0
1020,2,2,2,2,0
1040,2,3,2,2,0
1060,2,2,3,2,0
1080,3,3,2,3,0
1100,2,2,3,2,0
1120,3,2,2,3,0
1140,2,3,3,2,0
1160,3,3,3,3,0
1180,3,3,2,3,0
1200,2,2,3,3,0
1220,3,3,3,3,0
1240,3,3,2,2,0
1260,3,3,3,3,0
1280,3,4,3,3,0
1300,3,2,3,4,0
1320,3,4,3,3,0
1340,3,3,3,3,0
1360,3,3,3,4,0
1380,4,4,4,3,0
1400,3,3,3,3,0
1420,3,3,4,4,0
1440,4,4,3,3,0
1460,3,3,4,3,0
1480,4,4,3,4,0
1500,3,4,3,4,0
1520,4,3,4,4,0
1540,4,4,4,4,0
1560,3,4,4,4,0
1580,4,4,4,3,0
1600,4,4,4,4,0
1620,4,4,4,4,0
1640,4,4,3,4,0
1660,4,4,4,5,0
1680,4,4,5,4,0
1700,5,5,4,4,0
1720,4,4,4,5,0
1740,4,5,4,4,0
1760,5,4,5,5,0
1780,4,4,4,4,0
1800,5,5,5,4,0
1820,4,5,4,5,0
1840,5,4,5,5,0
1860,5,5,5,5,0
1880,4,5,4,5,0
1900,5,5,5,4,0
1920,5,5,5,6,0
1940,5,5,5,4,0
1960,5,5,5,6,0
1980,5,5,5,5,0
2000,5,5,5,5,0
2020,5,6,5,5,0
2040,5,5,5,5,0
2060,6,5,6,6,0
2080,5,6,5,6,0
2100,5,5,5,5,0
2120,6,6,6,5,0
2140,5,5,5,6,0
2160,6,6,6,6,0
2180,5,6,5,5,0
2200,6,6,6,6,0
2220,6,5,6,6,0
2240,5,6,5,6,0
2260,6,6,6,6,0
2280,6,6,6,6,0
2300,6,7,5,6,0
2320,6,6,6,7,0
2340,6,6,7,6,0
2360,6,6,6,6,0
2380,6,6,6,6,0
2400,6,6,6,6,0
2420,6,7,6,7,0
2440,7,7,7,7,0
2460,6,6,6,6,0
2480,7,7,6,6,0
2500,6,6,7,7,0
2520,7,7,6,7,0
2540,6,6,7,6,0
2560,7,7,7,7,0
2580,7,7,6,7,0
2600,6,7,7,7,0
2620,7,7,7,7,0
2640,7,7,7,7,0
2660,7,7,7,7,0
2680,7,7,7,7,0
2700,7,7,6,7,0
2720,7,8,8,8,0
2740,7,7,7,7,1
2760,7,7,7,7,1
2780,8,8,7,8,1
2800,7,7,7,7,1
2820,7,8,8,8,1
2840,8,7,7,7,1
2860,7,8,7,8,1
2880,7,8,8,8,1
2900,8,7,8,8,1
2920,8,8,8,7,1
2940,8,8,7,8,1
2960,7,8,7,8,1
2980,8,8,8,9,1
3000,8,8,8,7,1
3020,8,8,8,8,1
3040,7,8,8,8,1
3060,8,8,8,9,1
3080,8,8,8,8,1
3100,9,8,8,8,1
3120,7,9,8,8,1
3140,9,8,8,10,1
3160,8,9,8,8,1
3180,8,8,8,8,1
3200,9,9,8,8,1
3220,8,8,9,9,1
3240,8,8,9,8,1
3260,9,9,8,8,1
3280,8,9,8,9,1
3300,9,8,9,9,1
3320,8,8,8,8,1
3340,8,10,9,9,1
3360,9,8,8,9,1
3380,9,9,9,9,1
3400,8,9,9,9,1
3420,9,9,8,9,1
3440,9,9,9,9,1
3460,8,8,9,8,1
3480,9,10,8,9,1
3500,9,9,9,9,1
3520,9,9,9,10,1
3540,9,8,9,9,1
3560,9,10,9,9,1
3580,9,9,8,9,1
3600,9,9,10,9,1
3620,9,9,8,9,1
3640,8,9,9,9,1
3660,10,9,9,10,1
3680,9,9,10,9,1
3700,9,10,9,9,1
3720,9,10,9,9,1
3740,9,8,9,10,1
3760,10,10,9,9,1
3780,9,10,9,9,1
3800,9,9,10,10,1
3820,9,9,9,10,1
3840,10,10,9,9,1
3860,9,9,9,10,1
3880,10,9,10,9,1
3900,9,10,10,10,1
3920,9,10,9,9,1
3940,10,9,9,9,1
3960,10,10,10,10,1
3980,9,10,10,10,1
4000,9,9,9,10,1
4020,10,10,10,9,1
4040,10,10,9,10,1
4060,10,10,10,10,1
4080,9,9,10,10,1
4100,10,10,10,9,1
4120,10,10,9,10,1
4140,10,10,10,10,1
4160,9,10,10,10,1
4180,10,10,9,10,1
4200,10,10,10,10,1
4220,10,10,10,10,1
4240,10,10,10,10,1
4260,10,10,10,10,1
4280,10,10,10,10,1
4300,10,10,10,10,1
4320,10,10,10,10,1
4340,10,10,10,10,1
4360,10,10,10,10,1
4380,10,11,10,11,1
4400,10,10,10,10,1
4420,10,10,10,10,1
4440,10,10,10,11,1
4460,10,10,11,10,1
4480,10,11,10,10,1
4500,10,10,10,10,4
4520,7,6,6,5,0
4540,5,4,6,3,0
4560,5,3,6,1,0
4580,4,2,7,1,0
4600,5,0,5,2,0
4620,5,1,6,3,0
4640,5,1,6,2,0
4660,5,2,5,2,0
4680,5,1,7,2,0
4700,5,2,4,3,0
4720,5,3,7,3,0
4740,6,3,4,4,0
4760,4,4,7,3,0
4780,6,4,5,5,0
4800,4,4,6,3,0
4820,5,4,4,6,0
4840,5,4,6,3,0
4860,5,3,5,5,0
4880,5,4,4,4,0
4900,4,4,5,3,0
4920,2,2,3,3,0
4940,3,1,4,2,0
4960,3,2,4,4,0
4980,2,2,4,4,0
5000,3,3,5,4,0
5020,5,4,4,4,0
5040,4,5,5,5,0
5060,4,4,4,4,0
5080,4,4,4,4,0
5100,4,3,4,3,0
5120,4,4,3,4,0
5140,3,4,4,4,0
5160,3,2,3,3,0
5180,1,2,3,3,0
5200,1,0,2,2,0
5220,0,0,2,2,0
5240,0,0,2,2,0
5260,0,0,2,1,0
5280,0,0,0,1,0
5300,0,0,1,0,0
5320,0,0,0,0,0
5340,0,0,0,0,0
5360,0,0,0,0,0
5380,0,0,0,0,0
5400,0,0,0,0,0
5420,0,0,0,0,0
5440,0,0,0,0,0
5460,0,0,0,0,0
5480,0,0,0,0,0
5500,0,1,1,0,0
5520,0,0,0,0,0
5540,0,0,0,1,0
5560,1,0,0,0,0
5580,0,1,0,0,0
5600,0,0,0,0,0
5620,0,0,0,0,0
5640,0,0,0,0,0
5660,0,0,0,1,0
5680,0,0,0,0,0
5700,0,0,3,0,0
5720,0,0,0,0,0
5740,0,0,0,0,0
5760,0,0,5,0,0
5780,0,0,0,0,0
5800,0,0,0,0,0
5820,0,0,0,3,0
5840,0,0,0,0,0
5860,0,0,0,0,0
5880,0,0,0,0,0
5900,0,0,0,0,0
5920,0,0,0,0,0
5940,0,0,0,0,0
5960,0,0,0,0,0
5980,0,0,0,0,0
6000,0,0,0,0,0
6020,0,0,0,0,0
6040,0,0,0,0,0
6060,0,0,0,0,0
6080,0,0,0,0,0
6100,0,0,0,0,0
6120,0,0,0,0,0
6140,0,0,0,0,0
6160,0,0,0,0,0
6180,0,0,0,0,0
6200,0,0,0,0,0
6220,0,0,0,0,0
6240,0,0,0,0,0
6260,0,0,0,0,0
6280,0,0,0,0,0
6300,0,0,0,0,0
6320,0,0,0,0,0
6340,0,0,0,0,0
6360,0,0,0,0,0
6380,0,0,0,0,0
6400,0,0,0,0,0
6420,0,0,0,0,0
6440,0,0,0,0,0
6460,0,0,0,0,0
6480,0,0,0,0,0
6500,0,0,0,0,0
6520,0,0,0,0,0
6540,0,0,0,0,0
6560,0,0,0,0,0
6580,0,0,0,0,0
6600,0,0,0,0,0
6620,0,0,0,0,0
6640,0,0,0,0,0
6660,0,0,0,0,0
6680,0,0,0,0,0
6700,0,0,0,0,0
6720,0,0,0,0,0
6740,0,0,0,0,0
6760,0,0,0,0,0
6780,0,0,0,0,0
6800,0,0,0,0,0
6820,0,0,0,0,0
6840,0,0,0,0,0
6860,0,0,0,0,0
6880,0,0,0,0,0
6900,0,0,0,0,0
6920,0,0,0,0,0
6940,0,0,0,0,0
6960,0,0,0,0,0
6980,0,0,0,0,0
7000,0,0,0,0,0
7020,0,0,0,0,0
7040,0,0,0,0,0
7060,0,0,0,0,0
7080,0,0,0,0,0
7100,0,0,0,0,0
7120,0,0,0,0,0
7140,0,0,0,0,0
7160,0,0,0,0,0
7180,0,0,0,0,0
7200,0,0,0,0,0
7220,0,0,0,0,0
7240,0,0,0,0,0
7260,0,0,0,0,0
7280,0,0,0,0,0
7300,0,0,0,0,0
7320,0,0,0,0,0
7340,0,0,0,0,0
7360,0,0,0,0,0
7380,0,0,0,0,0
7400,0,0,0,0,0
7420,0,0,0,0,0
7440,0,0,0,0,0
7460,0,0,0,0,0
7480,0,0,0,0,0
7500,0,0,0,0,0
7520,0,0,0,0,0
7540,0,0,0,0,0
7560,0,0,0,0,0
7580,0,0,0,0,0
7600,0,0,0,0,0
7620,0,0,0,0,0
7640,0,0,0,0,0
7660,0,0,0,0,0
